,mass,chi,a210,phi210,a211,phi211,a212,phi212,a213,phi213,a214,phi214,a220,phi220,a221,phi221,a222,phi222,a223,phi223,a224,phi224,a320,phi320,a321,phi321,a322,phi322,a323,phi323,a324,phi324,a330,phi330,a331,phi331,a332,phi332,a333,phi333,a333,phi334,a440,phi440,a441,phi441,a442,phi442,a443,phi443,a444,phi444,r_squared,t0,inclination
0,63.373250519715185,0.5128981492407839,0.00013587901312995515,4.041032172500052,0.00025979750674630684,2.6974286847760975,1.0741455871312231e-05,1.1531303499008476,0.0003893892764774044,1.1063563171188735,0.00017785158218353196,1.2153445193053476,7.507382279061543e-05,1.072253829338429,1.0797600659482041e-05,1.5376848406319565,1.1039926812091358e-05,1.2609787798926102,7.610357359391606e-05,1.1704913844511509,1.0205411860545595e-05,1.2331135568313532,2.804603626960845e-05,5.109677163858863,0.00016457098901834818,5.274671591582198,0.00011884169450424424,1.6351820437069113,1.0184396226520237e-05,1.4118378114317591,1.0526494643730312e-05,1.5508774347106393,4.3174414979864474e-05,2.6430721605271326,1.1033175473512296e-05,4.820021357901405,0.0001851912435181035,5.364100138342364,0.00017207702312863066,1.4746566060869546,1.583384250603268e-05,1.7767958715959065,1.0159736426581088e-05,1.9996110651971968,6.018537520527865e-05,3.7394645407786546,1.591928442379907e-05,5.787196419378268,1.192730498234472e-05,4.378183395587739,0.00023754660563719447,3.941222103594844,0.119339068056586,3.8,0.0
1,63.815448654782735,0.49997591629642835,0.00013439555547079083,4.112500397394879,0.0003107431549840785,2.800058731002385,1.0080957421847654e-05,1.1265695529177984,0.0004199122329950789,0.9858315231328824,8.838162903032152e-05,1.1804365829832357,7.348681796309767e-05,1.0560495977943392,2.8786769407199423e-05,1.514031419605856,2.820369070104053e-05,1.2244717329098112,0.00010138656597851,1.1361728769142223,1.1045089328515586e-05,1.222509519675608,3.4017110116724234e-05,5.083291997075044,0.00013227315048994814,5.297214278637364,6.513311473172723e-05,1.6266915729272982,0.00011826076042138808,1.4211419011801631,1.2460909108907293e-05,1.4571123630717757,4.660605835866986e-05,2.5837547724054675,1.0078541544481424e-05,4.79793934338028,0.0002483990306453206,5.385858336741723,0.0001505936718219763,1.4925484681185184,1.6810740525492333e-05,1.4973439380245241,1.432448016747739e-05,2.0004320839534664,5.98333572286286e-05,3.8374407306225518,1.175732769284697e-05,4.035406017097717,1.0218392069204796e-05,4.0637294343589785,0.00025428735215772,3.860267685709808,0.12076495498740936,3.8009999999999997,0.0
2,65.49174447097208,0.4918901250700083,0.00011404828461991413,4.429414482637254,0.0006240044238395501,2.8418059311903634,0.00030735923743244344,4.73823095272996e-10,1.0125648743569272e-05,0.6432384988880994,1.1365647811518601e-05,1.2894644822575794,4.189641024911245e-05,1.2871339595424236,7.025298630793304e-05,1.1460025840605417,0.0002702059749206251,0.06992303506510918,1.0210968330382298e-05,0.8540746433890672,1.0957228233159465e-05,1.2645089894692352,2.935355497567378e-05,5.394064022231336,0.00026943504795559316,6.020200660955505,0.00014108065048425102,1.5304788869544321,1.1424340095128782e-05,1.3966488584746475,1.55895222456756e-05,1.6721838992101274,3.987507143548318e-05,2.896432193489591,0.00017721732690923313,3.4680124062905184,9.468373167711946e-05,5.360449131168498,0.00017318438451294232,1.4163972390006407,1.7538213766669578e-05,1.7525310917180827,1.0290069691507566e-05,1.7956097773471023,5.306353753294023e-05,3.870250777741346,1.0993226726047263e-05,4.295399130124798,1.0006580885911147e-05,4.424283271187471,0.00019986074501726349,3.8074137408163002,0.126369096392412,3.8019999999999996,0.0
3,64.90985196875033,0.4660497960562561,0.00012165260669538709,4.290030311496916,0.0004017543086866638,2.7889789766471784,1.0000000028862948e-05,1.146098179241296,0.00047828746530290367,0.5964904553426368,1.159313194726703e-05,1.1788993014031228,5.0996013631245205e-05,1.1820694845401514,3.157101603829665e-05,1.9353378724392296,1.547728400304643e-05,1.2087512146694397,2.7193263883399678e-05,1.0200037769978927,1.095578254509672e-05,1.242342018858914,4.300820592443816e-05,5.47881585560921,0.00011463217853212722,5.589455325811219,0.00029230267511210775,1.3927830879178422,6.256481724475808e-05,1.2478164667038318,1.1332831908432652e-05,1.542689884616015,5.2575355753219103e-05,2.9906980221647337,3.640155683153454e-05,4.294325315304487,0.0002498340405849456,5.364583980193159,7.769906362868856e-05,1.3985652927199816,1.1609150571031506e-05,1.6000225396862735,1.0000000024888368e-05,1.9996459322817646,7.880358183260695e-05,3.7998975918199416,1.0197767259331792e-05,4.543295054076258,1.0000001539336569e-05,4.37509764507085,0.000292074357285622,3.6485779357068733,0.12414130930290113,3.8029999999999995,0.0
4,62.75081924446354,0.48974274100945925,0.0001542617583193525,4.01033136510469,0.0002233050207502498,2.593017402980354,1.0032265065618063e-05,1.4218055226358908,0.00014891333743235729,1.2176996980956207,0.0009395895574734399,1.3160972109516724,9.159565361341512e-05,1.002219180177884,1.5531179098397606e-05,1.894085171131354,1.724651399906332e-05,1.512226764415805,1.0672650003787691e-05,1.4025817337114792,1.2844841645320262e-05,1.417494814095126,3.068904271845021e-05,4.8880229157508275,0.00017224148304968197,5.147967172152473,1.5376321948024582e-05,1.842630258096514,0.00011430430969896823,1.5602896449021049,1.1147181683733788e-05,1.5737442996961981,4.138834150858176e-05,2.233418904558896,1.0000000026291717e-05,4.915496684713935,0.00016768418192463253,5.300607068523929,0.00020171027712798852,1.5996782861732175,1.36580294621221e-05,1.6090440509072939,1.4381185536707014e-05,2.119054173597742,4.030710257818767e-05,4.199586105091805,1.0000000007126284e-05,4.284119608911199,1.1492084741366533e-05,4.274675831508003,0.00036366901798628613,4.2012241126810705,0.11768948457162132,3.8039999999999994,0.0
5,63.77880612115945,0.4834802077169641,0.00013128148013527926,4.197569013433871,0.0004154700997990556,2.969533420852894,1.4923911378937822e-05,0.9187967063852597,0.0004409740845274153,0.8556707408183986,4.523165228621902e-05,1.1758012142854226,6.702433811979116e-05,1.0882822183600531,9.11179190053587e-05,1.0583222421751701,1.386950792603143e-05,0.9443105143165503,1.3317549382558651e-05,1.0292803838519204,1.206462471167868e-05,1.1833946671343722,3.536674465499078e-05,5.057637162955482,0.00018570511854939115,5.249219546036838,5.986530810623077e-05,1.6533149868025518,0.0005022003358385149,1.0169226908000921,1.0424460008855549e-05,1.0712137493826825,4.989171516581844e-05,2.6230361913107734,1.3115725401033914e-05,4.594114177680849,0.00014613320837700774,5.26744220482312,6.074701819994875e-05,1.3398792857333497,1.105874712797277e-05,1.4164889379967212,1.1624619502232439e-05,2.0562860264989604,7.739396269470218e-05,3.8397627573772852,1.071807975401155e-05,4.105983830761317,1.056258330650977e-05,4.258463748107597,0.0004022645525288534,3.834229428594925,0.12226692045321574,3.8049999999999993,0.0
6,64.01880932174375,0.4832258153346933,0.00012439551432176212,4.224780607183974,0.0004008036969453177,3.001426513250358,2.809018829231389e-05,0.9491668666480051,0.0005011723770893216,0.7827602277983394,6.741645411625973e-05,1.1882092449650532,6.261388313504454e-05,1.0794161285786061,8.172788252516106e-05,1.3977048584894933,2.6644389999850954e-05,1.1428903716966632,5.883243068976984e-05,1.0935934518700636,1.0388047824782882e-05,1.2583870610700763,3.6323269763462387e-05,5.180347461034897,0.0001869231834187084,5.370304181238797,0.0002657454364375382,1.5868514681505057,1.068908215490947e-05,1.4452795720683271,1.0201194609624193e-05,1.4595768769696225,5.315477193147453e-05,2.755548149270642,1.0739881175066868e-05,4.800982132576167,0.00025178178471531017,5.373775901626393,0.00013270355033659833,1.4628448027140388,2.0605502865221784e-05,1.447121105244993,1.0804797508581936e-05,2.0495192006932377,7.300519418485243e-05,3.765172359530348,1.000000001413624e-05,4.158596868423871,1.1451849829556916e-05,4.196974909366135,0.0002927189980909289,3.7844196571138276,0.12268712048612795,3.805999999999999,0.0
7,63.46749322963338,0.513165465921924,0.0001341887930081268,4.0774400553711905,0.0002965905062325424,2.719890061380551,1.0030367884971195e-05,0.9276237297121379,0.0004221074748673034,1.0343768254773276,1.0564998047773426e-05,1.3307716566419945,7.310916272034644e-05,1.072046968424278,1.233203546277991e-05,1.6711695114895924,2.9887325327056517e-05,0.9338073140466683,9.048916990585644e-05,0.9075022968360114,1.0407267813892674e-05,1.3216593030692385,2.96438168141791e-05,5.162903796461799,0.00014269150771269358,5.319903565180161,4.7193845304837303e-05,1.5627640463059593,0.00012592392752150945,1.3909132065493746,1.3563172348777806e-05,1.6669263181800267,4.501859462250693e-05,2.6506399181673235,1.0560505239127296e-05,4.717399868675199,0.00021256941047770767,5.321234197405605,0.00017538294831497583,1.4808060465911805,2.3586842324833877e-05,1.7558942233490733,1.3510167084296276e-05,2.0233882130309713,6.177296439351232e-05,3.821671191940628,1.3368345223760775e-05,4.333099981327552,1.4473263097401145e-05,4.417739609072896,0.00022726541829416183,3.902866384723892,0.1199027557475042,3.806999999999999,0.0
8,65.40274114445722,0.49159907480201676,0.00011529604510017975,4.440695235503042,0.0006696348014294187,2.889434848965925,0.00028192465922499915,0.007661906008796031,1.0026281250059863e-05,0.5416579557961996,1.0010618344201748e-05,1.2978485515006866,4.09070655889819e-05,1.32048682785753,0.00012842127441576524,0.9033201469393167,0.00030655035384846816,0.0029770236663514784,1.000798191093953e-05,0.5867004871291513,1.0609484475837755e-05,1.2427135825467344,3.0962121722145444e-05,5.389276766754369,0.00021207681597498867,5.826577253335697,0.00015781303731945756,1.2830572374197224,2.019479068272751e-05,1.3885848324967822,1.0071240484033853e-05,1.809057088908694,4.01908528997108e-05,2.8324141895905797,0.00014134079948190564,3.409436639204968,0.0001395645332955891,5.318155767927616,0.0001905112575026275,1.5137370395406156,3.184250853819089e-05,1.890020264819848,1.0119301897259701e-05,1.9067292815889774,5.293771399778883e-05,3.800702289252202,1.0563140728489944e-05,3.831360693724072,1.0288749881387563e-05,4.197733786213499,0.00020804655661670475,3.824992787606431,0.12629407174859764,3.807999999999999,0.0
9,63.671481753970845,0.4974156681847659,0.00013119837598008985,4.17526306423817,0.0003799495857466182,2.7235725474418677,1.923888252937331e-05,1.1248777997160266,1.0763940085414977e-05,1.1127183799583031,1.1228420557330288e-05,1.4428634721481057,6.860587177420752e-05,1.0591470612623892,3.320569265278895e-05,1.3648469466721762,4.6321633742867564e-05,1.194499539691853,3.822690971680111e-05,1.1614735050674396,0.0004824758615476757,0.10587521033390175,2.7609058874417724e-05,5.050538411500857,0.0002724487308088456,5.278612873504107,0.00027782457092089295,1.3726280461983353,1.9596932437095956e-05,1.4630283698951494,1.7477081476848914e-05,1.696840507132098,5.060405328985085e-05,2.6402919619490435,1.5713448008705973e-05,4.690157626464579,5.5078119722894417e-05,5.310760592439985,0.00017368728337941372,1.6527090260703345,3.1723953641168645e-05,1.7583986019795341,1.0432229445407812e-05,2.08005541003603,6.153623401086991e-05,4.016187900825941,1.0200368727085376e-05,4.154013977448843,1.0779255814911122e-05,3.831825227013308,0.00034962055816420006,3.735184179786521,0.12187882054842791,3.808999999999999,0.0
