,mass,chi,a210,phi210,a211,phi211,a212,phi212,a220,phi220,a221,phi221,a222,phi222,a223,phi223,a224,phi224,a320,phi320,a321,phi321,a322,phi322,a330,phi330,a331,phi331,a332,phi332,a333,phi333,a333,phi334,a440,phi440,a441,phi441,a442,phi442,r_squared,t0,inclination
0,62.7642631651962,0.3985539130175832,0.00050157323630905,4.341785461755366,1.0069519739149179e-05,5.5578302567038325,1.4945301218305485e-05,6.227692642739348,0.000412140232721224,1.304144079267412,6.554613166242563e-05,5.569856868711515,1.0017270079434648e-05,5.692444506153875,1.0004799605888468e-05,5.409372985762511,1.0000915773379896e-05,4.991071095245926,1.0155532407474382e-05,1.6232501601272529,1.0044572779107397e-05,3.4958961859546043,1.0000000003037773e-05,5.363181217669655,1.8153459241540643e-05,4.311012900483533,0.00010047239539801089,2.0427824725653245,1.0000000000699989e-05,4.8316572472938875,1.0047749877645863e-05,5.010596249524628,1.019887952081059e-05,5.136694611496812,1.0000006454131763e-05,3.7011958662442304,1.3149633602270836e-05,4.6983790193627915,2.34224611404266e-05,4.964448120384974,0.9903169726259435,3.8,0.0
1,64.87653823398716,0.6369386927684224,0.00043352674087451923,3.07261898509861,1.4894355115343903e-05,2.180971640769682,0.00033514578447059034,1.4872267525614349,0.00015296699709915773,4.933442313344731,1.9467682091944167e-05,3.542351719223041,1.011646096347657e-05,1.3719765016480712,0.0005150866550004296,1.3966538523616485,0.0016266344287059961,1.354021708043328,7.591387671083608e-05,1.783171215249654,0.000915945410383781,4.291875107867576,1.4866419469208598e-05,2.749470596763863,1.237182613158842e-05,3.9169066334317106,1.0070746115641418e-05,3.9944127039708817,7.243503229028973e-05,2.1662915111037635,1.001607469726786e-05,0.5768572031057009,0.00017981929878239735,0.3537044677420309,1.2692101352234598e-05,3.5567784561115783,0.00010585125978226958,4.704985030242741,0.00025659412869682833,5.2968014157830545,0.9917196660767689,3.8009999999999997,0.0
2,65.12525911484315,0.6834969436420052,0.0003953082411069263,2.8221780399106775,1.0479000201817915e-05,3.3105226929903213,1.1414930169944074e-05,3.462784901331475,0.00010483794931719922,4.59621401720382,0.00033566162335987404,4.174149739320353,1.2510896066995823e-05,3.1789706476590642,1.007857411558837e-05,3.1572481406016966,1.1852485867735846e-05,3.035621658335036,2.8619936928127162e-05,1.7782207728441526,0.0002467865643618335,2.985080329179687,0.0005814189428685981,3.4318662855555653,1.023261771879788e-05,3.9182005306320584,0.0001118760053085056,3.3694820927684974,0.0006733526316039884,3.5982200335995134,0.004151566678220859,4.2745691738769205,0.0003551040063034112,3.396149393203453,1.1041638617828802e-05,3.409217243669018,1.0650466756293488e-05,3.0679661754985883,0.0005246262180597796,4.335078209941968,0.9915166999094936,3.8019999999999996,0.0
3,65.54152821945523,0.682165680310711,0.00038358189489532985,2.8728551042077135,1.863323349034655e-05,3.5470848774852963,0.0014263456171939978,2.8847801737852192,7.972964112282256e-05,4.718533833172522,0.0006867087275930195,4.4167614881447586,2.7885484717982513e-05,0.5009215184933616,0.001030794741640873,2.6851598322329213,0.0008119457259155136,2.6544327484158594,3.2887607387950176e-05,1.4720041538760202,0.0007964889203740549,2.7678267332997577,0.0006319015919488868,3.2453009004087883,2.9376772973771553e-05,1.9833771230026511,0.0010231962309013552,4.523936299403546,0.0003825434613478295,3.331918770758029,0.002618951469218698,3.2392936916839816,0.003625846749646122,3.3172171025115307,1.0015131385533048e-05,3.1390189519508693,6.179223483097553e-05,5.557962924752782,0.001069156420475401,3.899229144244993,0.9903874158050228,3.8029999999999995,0.0
4,64.33547486016877,0.6298085065954917,0.0004416438073754007,3.038059113655664,1.2465736015643597e-05,5.846284341449339,0.009929859047230025,2.8735855113085185,0.0001348571695093689,5.078477414365258,0.00014590287771541662,4.544453628796819,0.0006143698713320313,3.2558939732289134,0.003580105683122752,1.9745536392637888,0.00022425496018918945,2.359447663344699,2.0174409014393725e-05,2.209809707179186,0.0020584039608112694,1.90613364521392,0.0010648621611935394,4.182564076926879,2.4092137034699545e-05,3.340959786401366,0.0005975285882395613,4.072027861910351,0.003334431825520743,3.697129329193492,0.00010466466773168003,3.633359001320587,0.0006163337060191063,3.8746184024190145,1.0693225616766916e-05,4.6038134318367065,0.00021395820218329174,0.6961164317387732,1.0000000362321581e-05,1.8479223786834549,0.9901334648420351,3.8039999999999994,0.0
5,66.1777446332274,0.6780396540623196,0.00033555007905649247,2.9810476224409195,1.019858750372219e-05,1.9674702248983968,0.0044132143081399,1.4882847458660675,2.4049970317632435e-05,5.843518548654728,0.0002416354281088601,5.273081688495774,7.652038734474283e-05,5.801284152908657,0.002279051055632865,6.158023662074487,1.000002701096448e-05,5.048842380087137,1.965586020939953e-05,3.0113042154035887,0.0006577855574446155,1.9604851172712607,0.0023449653408470794,2.296102642329551,3.099069979380753e-05,3.402179375526679,0.00102806018223543,4.957309201846122,0.0014880880513704145,2.7312735617983908,0.0012181156631118823,4.038961113440142,0.00016235667694105324,4.161419014195493,1.0050322874912177e-05,4.540346239266128,8.023874093373021e-05,1.3782444339991051,0.004477622039942175,1.5593085427009266,0.9775985608528327,3.8049999999999993,0.0
6,62.935885093756134,0.5795588480570523,0.0005003918136766868,2.8244887250677784,0.004258664397899023,4.5988625747919947e-08,0.006194189103461886,2.7138123562888854,6.611918426940568e-05,5.175501238983557,0.002985305754318528,4.291739706751394,0.0051144028171729175,1.4180884198233288,0.0031466163325756576,0.00488552627919461,0.002467928106385367,6.28308511205842,7.552279116088374e-05,2.830587142455744,0.004596382936744439,2.0548212636065064,0.0054904244248314355,3.9270415996033043,6.747829164571789e-05,3.7703203133940044,0.0021798019930231796,4.375973396519941,0.0022268627337156325,6.27649072742232,0.005532751490275935,1.411282237081414,0.00303296437308621,0.7813695518708484,1.307684961684628e-05,4.679723888172219,0.0001115786211018312,5.907344033991542,0.0019456666655324481,6.243932350065755,0.9763983042207075,3.805999999999999,0.0
7,63.60080058668285,0.6462130194177682,0.0004928815167683337,2.593845249030224,0.0020113891905228108,4.12577658800844,0.005275446166681576,1.426746791025187,0.00011924644830295201,4.143889641045366,0.0025018891723530483,3.352392544570807,0.0015850164474902704,3.20780540161628,0.0017660914066384053,3.018162769309593,0.005019441233096069,5.739040477306853,1.3914355087529146e-05,3.7772162264976545,0.0003082184301013474,2.1873772024387943,0.0025330034869463637,1.3964671599998526,2.799284868248233e-05,4.137017502495728,0.00023190417577733567,5.251601614653142,0.0026897417787643107,3.911002555719032,3.391336127292737e-05,3.2413234540920044,0.00046078489244033886,3.2604453467588494,1.2777289072369211e-05,4.356256944180337,0.0004647044304007873,4.44388032044195,0.0028276715930451377,3.981385153588208,0.9674347729892608,3.806999999999999,0.0
8,63.54914249959571,0.6534052276591775,0.0005132351953556899,2.529373207091412,0.0029975103264446882,3.1902114544778963,0.009999999999999995,4.9057588282598115,0.00013982491427332497,3.7285564588613016,0.0003704308404295137,2.2000731333803003,0.006973134586433105,2.8303411809178534,0.009999999999975771,3.761941325894957,0.009944462825259435,4.842473621752341,3.886012881524604e-05,4.054004842647213,0.0005588659432425599,3.3450435899108752,0.00046978486783643217,4.201882479124642,4.2263717417849715e-05,4.591409560877951,0.0024837927050528332,2.5450569717361904,0.008734350439555408,2.3303817019049693,0.002712485419702798,3.740153094481343,1.0000000000000241e-05,6.283183230420695,2.0692159098737932e-05,4.40243219186669,0.00097632099042892,1.9616730222552992,0.0011954155495331432,5.896397917366127,0.9459268376333584,3.807999999999999,0.0
9,63.87552130617009,0.7096987376274734,0.0004018392996103458,2.1959697640933493,0.0022469392624696965,2.9134084879258784,0.002450728075998572,4.1718293887770255,0.00011392460777576859,3.3902934239820444,0.00029643069969495885,6.277407057716214,0.0009939078999016003,2.4252354849901763,0.003338428807982016,2.690192952648961,0.0019260910265856742,0.21041807966437465,0.00011417310733091601,4.118032297712791,0.004269209567498371,3.471845465734112,7.790937007788707e-05,3.076203255032454,0.0001139707463776136,3.736979250198138,0.0022600973078427985,3.4536878090577114,0.0024011027082900195,3.9062128896626525,0.002181733740917486,4.412170244153839,1.0000006738915884e-05,4.020140351540171,3.6977688164721403e-05,2.5557644240046065,0.0002898848275078943,2.4368392791611315,0.0006505272544047501,2.490013820392249,0.9204318586732341,3.808999999999999,0.0
