,mass,chi,a210,phi210,a211,phi211,a212,phi212,a220,phi220,a221,phi221,a222,phi222,a320,phi320,a321,phi321,a322,phi322,a330,phi330,a331,phi331,a332,phi332,a440,phi440,a441,phi441,a442,phi442,r_squared,t0,inclination
0,78.63971698507294,0.8699999999997144,0.0008153365716697921,3.7569604275083353,0.005505416180844713,2.716205739377143,0.0045067850100011225,1.1919831088074383e-05,0.0010734128970428345,1.9935982122284183e-12,1.0000000000000003e-05,5.6279921110325135e-14,1.0000000977259425e-05,1.6273874528000917e-07,0.00032955884252530433,3.9928319579483222,1.0001050115498273e-05,2.094992401421551e-12,1.0000440706143715e-05,1.0485451889960491e-07,8.006288126304032e-05,5.583635802600716,1.0001423394126211e-05,7.034817623518207e-06,1.0000119371504163e-05,5.009611041692104e-07,0.00017459899199906846,4.675799843424423,0.0007947648719551803,1.2172835476720452,0.0010531515366773464,4.025542201561133,0.9679997513108792,-0.006,0.0
1,78.45286050738687,0.8699999999999999,0.0006312925617866633,3.6334125492672946,0.005430892826529508,2.755731142021913,0.004473688849808061,2.2404066691356465e-08,0.0009913385012076184,2.811641094629009e-26,1.000000000002295e-05,3.691131612602392e-33,1.0000000000000003e-05,7.522143166712193e-10,0.00017029082380331666,4.308358748656085,1.0000000000000003e-05,3.228541806633397e-11,1.0000000000000003e-05,5.615673463413427e-10,0.0002607209709970329,1.1224447573921397,0.0007238757760986146,4.281716985102637,1.0000000000000003e-05,3.966986567865897e-09,4.306827772744551e-05,2.238828932672026,0.0004484895037552822,6.283185307179585,0.0006992327608770366,3.090623833644822,0.979043976289702,-0.005,0.0
2,71.00025178626036,0.7932283326573689,0.0006091697513125384,3.2538686569499387,0.007219325434327774,3.0519679886906834,0.008540872830031165,0.41465111432061724,0.0017792897017112719,1.7444385835323992e-17,1.0000000000000003e-05,9.425333253804788e-13,1.0000000414025421e-05,1.3396639686912965e-12,0.0002883385604955664,4.943873649808312,1.0000000000000003e-05,5.991330349746792e-15,1.0000000000000035e-05,2.049152320441023e-26,8.967154897179928e-05,3.1084011827738803e-27,0.00434191300719102,0.6689074140042841,0.009999999999999998,3.7952665175600244,0.00010772822689523284,5.585924529341979,0.00028395104785396895,1.803176101082016,0.0020852771763204122,0.5395432452601372,0.9947442751108356,-0.004,0.0
3,76.8459806252836,0.8601979141592698,0.0003634972599042495,3.966248260419084,0.005857362256892356,2.823749095917362,0.009218288794356634,0.2967544005627747,0.0016367472532492896,0.05455470970599402,1.0722413995521687e-05,6.669124241510125e-06,0.007385829930026053,3.5463192814332642,7.612880796692046e-05,4.257719538483333,0.001178706512722142,0.00014988685089075354,1.0070794429807159e-05,0.015975697606582982,1.4036012196847457e-05,4.710050877136932,0.00011739123815183769,1.9961559119091845,0.00038459492833916545,0.09271605344134548,1.269156292228659e-05,1.7035860553736746,2.551353780871145e-05,4.775081475198395,1.1487771265095972e-05,3.519352049214081,0.9992078110909361,-0.003,0.0
4,78.99956262881466,0.840551799835407,0.00021040339842564766,2.519734407793862,0.0011260724753237611,3.194385423811428,1.0553869311521682e-05,3.1977357846853462,0.0017431567015091679,1.12975409340309,1.0000000220842703e-05,0.28029468052038503,1.0716881404309694e-05,2.216741331678425,0.0004960556794261995,0.4739551380759541,0.005889019486893487,3.6422415480910213,1.002988205677503e-05,1.3802464724638506,0.00024152266829982806,5.816651270323635,1.0236620877930559e-05,4.315551785030243,0.0063945630283039024,0.3239295874035554,1.283029663098355e-05,5.652853997649249,0.0007270849774749463,1.4952268251030203,0.001971463962334695,3.6972047576310367,0.9980176165546917,-0.002,0.0
5,78.6752522704869,0.8601751812280706,9.961125558635455e-05,2.5309935800521117,0.0016057618599487125,3.8785269672821077,1.0061264131483362e-05,2.213612908401733,0.001761930437391811,0.4837874983830414,0.001431572471453632,2.4969452506544245,1.0004209915583345e-05,1.9529456929452047,2.5800460946282497e-05,0.6968777870411674,0.0004932072077166223,2.67927224387335,1.3664893521472369e-05,1.7910861110868168,1.0000042527097206e-05,6.161565239843778,0.0004494220585666966,4.789601845949016,1.0053223804803812e-05,1.8796154943349817,1.0235353552168435e-05,6.088288737005531,0.00039686128282098916,3.850456698788163,0.0008425529738270087,0.3075552861337801,0.9988366149889097,-0.001,0.0
6,78.20011894840722,0.8537218286423602,0.00010122422151302962,2.8000946454169835,0.0019057978211364124,3.691471186398593,1.0764246076225606e-05,1.6568991515927078,0.0017938710887347193,0.5594620568460233,0.0006122613543838064,3.2173535072988186,0.00025976818303896995,2.1644628133171873,9.209047811378769e-05,0.6408433039134432,1.1011111870957287e-05,4.134284845766438,1.0100668275827301e-05,2.392874311285876,1.0000000000000003e-05,2.0771508249367154,0.0002179160529585345,0.28536802220096885,0.0003167484640326573,1.5987509301322462,1.0227878330521413e-05,2.3921512710304023,1.0000977424108241e-05,4.115842878621349,1.0379345854936378e-05,5.712521820456859,0.9989294122500174,0,0.0
7,76.91787137441626,0.8450524377786525,0.00014681550072126497,2.690119355054554,0.0007834080178154193,3.5200707479180515,1.0011758895910046e-05,3.0962933904329173,0.001971137831336574,0.45504434145835626,0.002813361413504255,2.9775728912836574,1.0644606265443867e-05,2.5025041195851307,1.0000010782491063e-05,1.423840312906142,1.0258110953244321e-05,2.67098054538069,1.0067136211220829e-05,2.7808724463944654,1.0000000000000003e-05,4.681739755174032,0.0001821146570777765,4.414732273056141,0.0001985280253558251,4.893811482094296,1.0000000000000003e-05,2.940502177433562,1.0005399142246767e-05,4.554276581967342,0.00020687948961902204,4.739160779001811,0.998676129606904,0.001,0.0
8,75.89793210160717,0.8255701525622128,0.00016630919027331553,2.4276073709291612,1.4143416056739279e-05,2.6406809486711396,1.7418361952735485e-05,2.1414899386493382,0.002110408532206075,0.7055945138720601,1.000000000446542e-05,0.7048039032965451,0.008348263774150213,3.9443562513335646,7.985107329158011e-05,0.004129350722348663,0.0018606528941925947,0.6329486275539161,1.5403839085704155e-05,3.806277050197394,1.0000000000000003e-05,5.466381132069974,0.0003196632662506412,2.2056798401331212,1.1823460730729096e-05,2.5342256871602666,1.294448677525943e-05,1.0739645787410437,1.2566853482870245e-05,2.9967207282707635,0.0005760280696349807,3.6996528825331874,0.9981192858764458,0.002,0.0
9,76.64343849674485,0.847585460761727,3.036789015355351e-05,3.451388966537763,0.0043069251524037585,4.066626897791077,0.006495681027906144,1.1474552029992864,0.0019124336385395269,0.2921267082133497,1.1448262592677359e-05,0.3366778283021082,0.008579498417875227,2.3776598995523655,1.0316692918201044e-05,7.601346439849488e-08,1.410348658049311e-05,1.2535678092988163,3.540392092896719e-05,1.1145285582748212,2.445412941222652e-05,0.9015684016777669,0.00012418603375882278,3.8602454378037145,0.0025962182537174823,3.3898919350158816,1.0057729706794989e-05,1.7208537378107616,5.4505013663555524e-05,3.2878228895654056,0.0005138026074457473,3.8721320234276857,0.9982113864701204,0.003,0.0
10,75.30387137071948,0.830533640272856,0.00011508708218439528,2.3695252291565736,0.002594361450986569,2.413293843055566,0.00993628287423936,0.001964265463702487,0.002243977452837367,0.39227559304375115,0.006749953671507036,3.03371136351512,0.00024470323889988537,2.424843906011647,1.0000000000000003e-05,0.08963913069283375,0.0010714698882190567,0.12399915486955475,0.0024548935479465042,2.388055809523174,3.731879538544646e-05,0.03293410765431214,0.001016697733426865,1.6204402579999637,0.005834068326931786,3.0057290291092933,1.0000000017057274e-05,4.713095646566932,0.00025282794540108295,1.3647470760807225,0.0006845604258191598,5.229603367798321,0.9971568500756977,0.004,0.0
11,76.68528912435937,0.8467625088380066,6.506337086255636e-05,3.8772400359094488,0.0036599697466662678,3.5418992217588907,7.038888173029491e-05,1.0680211649870268,0.0019067080504550067,0.34303241190905104,1.901450057264571e-05,4.6924631630689095,0.009919210729023967,2.8409737767968903,1.0000000000000003e-05,0.0004986798019180251,0.0019174475348468897,0.001710256281142951,0.009980578813945111,0.694093075542767,1.9574576171057797e-05,0.11836082760223994,0.0013528028277316178,1.0304351137225904,0.0013900360999752539,0.41856092775596204,1.0487853613503509e-05,3.0591720399242317,0.00010726281143854834,1.4949105785261478,0.004272329369991294,3.9983437576018814,0.9968200639323972,0.005,0.0
12,76.04723016813246,0.8435106768238605,0.00015263015556081044,3.3380235874897126,0.008241277491686776,1.698526009590496,0.009963031181017731,3.833489501424921,0.0020696366964957818,0.2380604278466294,0.009970436623902528,2.4810216566291245,0.00993679131314513,2.294831799262056,1.0000013328610951e-05,0.013279726953473252,0.0002427601157040274,0.06995966185813189,0.00979553893385775,5.369823744617639,1.7634373243044274e-05,4.8710340862132675,0.0003666504903529371,6.26645458278099,0.0027165848474891307,2.251542379456733,1.0168817458513769e-05,3.6393386738754407,0.00040366384749351164,0.9793390778106429,0.00991025581425365,5.024710861478093,0.9947436080571913,0.006,0.0
13,71.00000000026563,0.8699999988161571,0.00195848310952733,2.5935605303159432,0.009999999223838759,1.4914694796813195,0.009999999998958096,2.032412281179568,1.0000000002022692e-05,0.04961059368429173,0.009999998615092133,4.484828793074291,1.0000764324440621e-05,1.5705778275575109,0.00048426776749821855,3.7074831004950766,0.009998572672649558,0.00010118502752062231,1.036565299818931e-05,2.7202633632733115,0.00016013581284756391,0.9981290577069518,0.009999989430911092,3.20920253041105,0.00996908002002546,3.900251670228281,7.375116110123566e-05,1.5974742251501528,0.005551910106437081,4.517590469565761,0.009446367511964504,4.407667088876178,0.9331303304548826,0.007,0.0
14,74.35751238561488,0.8208184671018096,0.00015059316469829228,2.6527974315116696,0.009745484979348261,2.4185077916397576e-07,0.009999999991816324,1.2579322583227444,0.0023603609453961977,0.4001868298718288,0.0005402444758117288,0.18974489152278656,0.0058900841975176215,0.1561391448384342,0.00017151956004601344,3.0664236143298185,0.005302146624680214,0.3689565907566843,0.00908524220545885,0.2274823435656024,7.259044639089673e-05,0.3370979249538311,0.00932161089430856,2.5143373764179637,0.009320162759704901,4.477149410389153,2.648618735046052e-05,1.301898163416763,0.0038380310150304174,4.163110424708701,0.009314566158788297,4.660151435315089,0.9890979712046306,0.008,0.0
15,74.07977224736251,0.8159108921848682,0.0002767028371938561,2.2864661744506405,0.008560117988420506,0.0043507890917036055,1.0000007840962042e-05,3.5510749796617698,0.0025555972691575935,0.4404642268874786,0.0097493706700014,2.503856234839943,0.008332263952835648,3.348262169705481,0.00011195464439273681,2.8479952749862547,0.009348272816727498,3.9222441857110457,0.0005534233588045585,2.936909759967104,1.000000001016476e-05,0.9334816855849113,0.0099999999810171,1.9570595495496081,0.009847148199155734,2.382647503383756,1.0000000000000003e-05,0.23736314834796912,0.0035968535453457786,1.4928080552042362,0.009601056979555876,1.0972974837513845,0.9880511962162708,0.009,0.0
16,72.47041180314278,0.7983716935940031,0.00029011089063349485,1.4658102575035954,0.0098366489561625,4.0224613520327415,0.009783946132080995,5.494516668356439,0.002908675333955738,0.3663911112378024,0.008962782534447792,1.7708249108426422,0.009999999671275838,2.0387278181197246,0.00017140159713782604,2.0572836098842417,1.016125841491003e-05,0.2810672268672663,0.007704116208918341,2.756182579987241,5.127938674439298e-05,0.15835321234494373,0.009999892749145502,3.0602667239367735e-08,0.008564447716126812,5.174965202099108,1.0975952292934029e-05,3.970824056725342,0.004202335100246607,3.3125184540360255,0.007351129040198652,3.51565835055535,0.9795034881938673,0.01,0.0
17,78.69445141998095,0.8699999999999999,0.0006926127507541384,3.8037417967684686,0.004757218945100754,2.7160673521185674,0.00389009210283392,1.3956577863511932e-30,0.0009147292448759597,2.0712588404131473e-28,1.0000000000000003e-05,8.030000612840611e-17,1.0000000000000003e-05,1.4917437140228712e-06,0.0002734921823672862,3.93835037443525,1.0000000000000003e-05,4.421500312155143e-07,1.0000000000000003e-05,2.6097291766641464e-06,6.575563232732616e-05,5.675796201788029,1.0000000000000003e-05,0.00011743774140575685,1.0000000000000003e-05,3.703145432076751e-05,0.00013390433259128344,4.455961326307081,0.0006334488033372163,1.0283927366455161,0.0008868002995695173,3.910100475455702,0.9668547951962946,-0.006,0.5235987755982988
18,77.4802435876864,0.8699999999999946,0.00043836246070204853,3.76194603953361,0.0050991433594011785,2.6870437787336963,0.005517422286424745,0.13335778719877628,0.0011281060083432298,7.28079295127203e-17,1.0000002904462497e-05,4.5706996329695517e-17,1.000065980207003e-05,0.00033424386938016087,1.9303215273565434e-05,3.683102698976288,0.002850755163439232,0.6058329146926331,0.009989067961575237,3.7897783157800404,5.022425220333083e-05,1.0722022361699854,0.000541788049627847,3.6156078585994753,0.004493334555903893,0.5831395017807343,7.165623147446868e-05,1.4146414010409785,0.0005089076630123416,4.128734515061525,0.0006677326778540388,1.0253860890843507,0.998640693842026,-0.005,0.5235987755982988
19,77.781664822784,0.8699999999999999,0.00044472957879806155,3.8464371347358544,0.004970218133494757,2.7999077037991893,0.004226228651485425,0.14249932276312727,0.0010085617191756843,1.8222998227634612e-17,1.0000000000000003e-05,2.038494416545161,1.0000000000000003e-05,1.7818079522694312,0.00027614681845279985,0.825092803219982,0.001829754309719098,4.100624771802736,1.001305776155586e-05,1.8548180653482278,0.00016517616346727114,0.4832416608460273,1.0298559219789228e-05,5.13416615330043,0.0007424985326205903,1.2066277190831785,1.0000000000000003e-05,5.7243278415141345,7.389934923549834e-05,5.543903411134276,0.0002819301994273526,3.60763653450019,0.9968951893740107,-0.004,0.5235987755982988
