,mass,chi,a220,phi220,a221,phi221,a222,phi222,r_squared,t0,inclination
0,79.99984715043266,0.6000011029157742,0.00011550483246063119,5.158212966022647,1.0707141108039549e-05,6.283185307179585,1.0032421964730899e-05,6.28256007451599,0.7254373884347665,0.498953124,0.0
1,79.87891939173211,0.6682011129655019,0.00019475198976878414,4.145664252303665,0.0003244138645754963,6.283126443723343,0.0002388496346375056,2.2594477266408672,0.9478275443008966,0.499953124,0.0
2,73.51867337195398,0.600640227586214,0.00024542673902834506,3.864154345320432,0.0005750231093719902,6.282587652211627,0.0003773894227922171,2.640908049008718,0.9734453648824931,0.500953124,0.0
3,79.9996079849667,0.7199998537723225,0.0001680068567281849,3.9378186279009393,0.00016999471201348674,6.283185307179152,1.0000429832662321e-05,6.283183931141331,0.9745613860054676,0.501953124,0.0
4,78.66740422833111,0.7197253880816687,0.00020012928916867117,3.595825085458716,0.0004890271799612367,5.673357049039264,0.00040490457642689833,1.7936894010139977,0.9987096735522855,0.502953124,0.0
5,79.71482513031074,0.6312819399372435,0.00017073876257212166,4.600103633235851,2.1550661807647725e-05,5.336952846321319,2.010765340439052e-05,4.201436603574547,0.9498195262875933,0.503953124,0.0
6,76.54366004264249,0.6755672693910718,0.00021971964571795093,3.7485101037141115,0.00041718513401174195,6.159798850860653,9.850206690171792e-05,5.955084184720713,0.9979009534611208,0.504953124,0.0
7,76.76304977368372,0.6692689987121708,0.000192021030874358,3.946750216487203,4.27565992906019e-05,4.97220961080022,1.0000069018336596e-05,4.862138178069518,0.9849479273557536,0.505953124,0.0
8,75.98786050802119,0.6758459866513351,0.00021639527914156645,3.6575263094042736,0.00021669906219950961,5.961973377545554,0.0021755594207773614,6.054808713878993,0.9942692633998785,0.506953124,0.0
9,75.6003447450513,0.6842333087977177,0.00020993478782238263,3.521691130533269,4.638928844401565e-05,3.5542488221898463,6.586828468823689e-05,3.3648955070108046,0.9869892928637656,0.507953124,0.0
10,76.24735824999678,0.6795328018225514,0.00021754567054073958,3.692695499894449,1.1134569340738988e-05,4.466650835295996,4.7043058597150424e-05,4.5811549751174,0.9868040564070113,0.508953124,0.0
11,75.75288629099111,0.678007355427873,0.00022801746700639876,3.5604640597059265,0.0004621442259241123,5.913183534091507,0.0024370148301224395,3.8922156031458504,0.9884179558282656,0.509953124,0.0
12,75.60616485412325,0.683979320280982,0.00022349657672819241,3.4860510613930846,8.33355871311292e-05,3.5862516462355862,8.223331538089327e-05,3.4263620624979736,0.9763879284683697,0.510953124,0.0
13,79.89781541309364,0.601226340513771,9.660818990198958e-05,5.124810433248321,1.3465804768173028e-05,5.897834726909831,1.4637712692465572e-05,5.7104807850574,0.7113619038461634,0.498953124,0.5235987755982988
14,79.9625356449029,0.6691481380107374,0.00017002745477779195,4.148570517057327,0.00028159547070096826,6.283047066045325,0.00020779120384566117,2.253621660148416,0.9478220571924774,0.499953124,0.5235987755982988
15,73.56272155799823,0.6014291176679079,0.0002144702677194954,3.8646976702331215,0.0005017766991416229,6.282043430956822,0.0003292485622568864,2.6389219464613785,0.9734260757344447,0.500953124,0.5235987755982988
16,79.9999999996279,0.7196842080567749,0.0001465830259113565,3.941627813944467,0.00014675071878838785,6.2831765713779175,1.0033409857605952e-05,6.28316703168027,0.9743167460513702,0.501953124,0.5235987755982988
17,78.74676674705435,0.7166198040764402,0.00017371738350528693,3.644730257101935,0.00039293311390718245,5.692274940796784,0.00032560621077765313,1.699045908228689,0.9986251173015644,0.502953124,0.5235987755982988
18,79.9359816421272,0.6650205761403496,0.00014253444086702143,4.4733267542165125,3.967721475308366e-05,5.023931232725564,2.642121950931041e-05,4.202607036507293,0.9379007141743627,0.503953124,0.5235987755982988
19,78.43092008258458,0.7021517183991951,0.0001781217107145221,3.7863165118327524,0.00024839734210263433,6.1221795363241736,0.0002596263374135388,6.105654183043939,0.9978292279539943,0.504953124,0.5235987755982988
20,77.21474857118517,0.6911380091544803,0.00018440384048951883,3.697610291881757,0.000310172160879402,5.805633813524429,0.0005185108139903609,0.47015717996099937,0.9965874434674054,0.505953124,0.5235987755982988
21,76.16773249936654,0.6763098713107714,0.00019270822848187525,3.6901649611676595,0.00021304713297992415,5.978877561749432,0.002113498869787416,6.283185300784952,0.9944888096893284,0.506953124,0.5235987755982988
22,75.59981074386435,0.6842412834936251,0.00018342426165054044,3.521135803055045,4.722826269327223e-05,3.550383850170396,6.604439070099367e-05,3.355287403768775,0.9868624667542997,0.507953124,0.5235987755982988
23,76.65167187805895,0.6810787089712748,0.00018823023775216329,3.7347337423202305,1.8111635302958857e-05,4.483134544372842,4.4199942034616236e-05,4.544636662317423,0.9873705116947791,0.508953124,0.5235987755982988
24,75.74394309226112,0.6758106033601545,0.00019680301940951635,3.5975646713746694,2.8764134636689924e-05,4.685301184934357,0.0006064230903039804,4.759675116484291,0.9881808890674166,0.509953124,0.5235987755982988
25,75.60659084837947,0.6839784875566939,0.0001954573057837602,3.485731294896171,8.32137372949899e-05,3.5857220478233924,8.225986707387665e-05,3.4228849139733386,0.976395205132005,0.510953124,0.5235987755982988
26,79.99999619269936,0.6000000321973701,7.07175218512344e-05,5.112759476289462,1.0000000000000003e-05,6.282682499925223,1.0000000000000003e-05,6.2792509601368085,0.7239908587374386,0.498953124,1.0471975511965976
27,79.78175392299804,0.6673218220936341,0.00012213888894591158,4.14065988643745,0.0002051897897648873,6.283119074343625,0.00015057177537834116,2.267674601994406,0.9478314378369628,0.499953124,1.0471975511965976
28,79.12951408275052,0.6152279391517437,0.00011344078807609204,4.526223690776471,5.902635639736817e-05,6.251532376404731,0.000133920774676846,1.4947317364108308,0.9568793704775953,0.500953124,1.0471975511965976
29,78.9563070702909,0.6120567681086565,8.268360340541435e-05,4.639955894599122,1.5320858693782447e-05,5.093906065410286,1.76296457736395e-05,5.24448197286043,0.9026099758500467,0.501953124,1.0471975511965976
30,78.69385548748298,0.7132409995947947,0.000124118834073129,3.6785521163361703,0.00026605241841720997,5.72630453277906,0.00021634084003911092,1.6683488368533568,0.9985361533156657,0.502953124,1.0471975511965976
31,78.8620325465908,0.7148215359837186,0.00012399705389197737,3.7152194996721843,0.00019964211154724048,5.892204034810928,0.00011325874202885175,0.3026146733796452,0.9979954509701159,0.503953124,1.0471975511965976
32,76.3483028060714,0.6823348002374191,0.00010935518066145013,3.8246694832001937,5.0512503063070645e-05,4.193486466543555,0.0003658533021501537,4.227311065728633,0.9694366843351266,0.504953124,1.0471975511965976
33,77.64708489866463,0.679715070377717,0.00011654777011580036,3.9704690827912676,1.8888960879654645e-05,4.520173215117055,3.2356979487505535e-05,0.24147582863745054,0.9867222083838756,0.505953124,1.0471975511965976
34,75.97054905201058,0.6569597943513358,0.00013059031660024492,3.891685106478764,1.8516362293050856e-05,4.441723292927539,0.0008356420520454879,4.4171675717899825,0.9886044279690251,0.506953124,1.0471975511965976
35,75.65954002162155,0.6831116773377209,0.00012148563609104922,3.429113688676959,0.00028594315298195456,3.4867879314845456,7.408321491391834e-05,3.4880998800877814,0.9644247918365854,0.507953124,1.0471975511965976
36,75.53111513496447,0.6847420568495266,0.0001362773535397067,3.585631782893355,6.783344750173621e-05,3.737768510652094,7.212816565195764e-05,3.6132696621623928,0.9768092356630508,0.508953124,1.0471975511965976
37,75.73839027436169,0.6798174260427429,0.0001387571746009853,3.538149275198647,9.836874679355323e-05,4.5212822653784315,0.0028874942492581766,3.9051299168613194,0.9878632185487527,0.509953124,1.0471975511965976
38,75.53560092276162,0.6843991615562335,0.00014054509963045008,3.529071016031924,4.846745182380326e-05,3.6001385844443674,7.270184590895975e-05,3.3449960048307688,0.9692816686639133,0.510953124,1.0471975511965976
39,79.68708183366273,0.6012466913982608,5.2183832982089384e-05,5.071229373099575,1.2228732209163752e-05,6.154968555616465,1.34201894317057e-05,5.634991691399263,0.7006530827832682,0.498953124,1.5707963267948966
40,79.7553368530909,0.6672036845803156,9.784273613636046e-05,4.138317544430959,0.0001649660156753253,6.283184097776485,0.00012079188385719546,2.271542032592566,0.9478355465289618,0.499953124,1.5707963267948966
41,74.22911865089706,0.6127939075421504,0.00012050835244228586,3.876096222348043,0.00027545344514437215,6.282591381651482,0.0001790599911490101,2.6217442171159546,0.9731580235771635,0.500953124,1.5707963267948966
42,79.99999998576135,0.6384808620573317,6.458849848376097e-05,4.612367499515619,1.425300182421603e-05,5.094609883694981,1.3853058851259882e-05,5.299564054779789,0.9039857240516851,0.501953124,1.5707963267948966
43,78.4701787928383,0.6837018673681196,9.516410461108835e-05,3.995048627861316,6.81732796710432e-05,5.553175691875192,0.00024117952129240535,0.5944230518154703,0.9948166341372598,0.502953124,1.5707963267948966
44,77.5042188379295,0.6762613141210708,9.409905290528297e-05,3.9453547712759556,3.6244571338742885e-05,4.629937659999027,0.00040147411447560594,0.17158451647285522,0.9935072837949678,0.503953124,1.5707963267948966
